sha16	type	stage	note
d5ff1f4547f2aaaa	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
d666e03c86cac437	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
d6eaafe87511b4cc	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
d6f44677004fb623	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
d769a20bfdda45f9	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
d79e5eb188354059	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
d84eedca15814c46	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
d88a4e0a48ce68ee	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
d96b2b33e45d5849	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
da04505a0208d86b	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
db074a3227f16d12	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
db7c66dd3324e37d	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
dbc2d5de61010b38	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
dbed9bb0737d9cf5	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
dc169ad669765e89	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
dc174a69f8962954	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
dc5b1182e7613d0e	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
dc63f0c3e9248c37	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
dd11bf3f78db7f06	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
dd330769424ef5f6	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
dd49be7af892e40b	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
dd5aa90e58d2343f	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
dd682f1c501c1a92	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
dd9b1e480c208508	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
ddbcb8cf81cb2b76	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
ddc663f5f869a863	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
ddd3b205e41e21db	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
ddd8d553cdb47681	xlsx	open	xlsx: not a valid Excel file
de7e119af75f812e	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
deed62cdf66c5f0c	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
df3379748b811cc4	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
df849ea239b8ca3f	xlsx	open	xlsx: not a valid Excel file
dff19012e31fddd2	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
e028e42ccd750dd0	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
e04af8b29a5d1ac8	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
e0540e99367d8233	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
e070e03a8fc6fa38	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
e0ecfb55e4eb36f5	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
e178b741d78cd1f3	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
e1b5dfded0fd2c62	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
e1ba10e8358a98cf	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
e283eaaf84e86b4f	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
e294c8d0d6e1d06f	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
e2c02d2469fc6b36	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
e2f709658df70009	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
e329c2d7d6b68d1c	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
e39f52c1fcc7418f	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
e4541d71a345a1f0	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
e6484435a361bf87	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
e6b1e7d5ecfc6d97	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
e6dc1835026cade9	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
e6f65991a7c95827	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
e7d4506da55ad7a8	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
e82a1359e5390580	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
e88d6523a313f4ac	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
e8a784291b7a92d5	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
e90257b7d2c936e3	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
e90edb3eace4e5c6	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
e937f29aa3733919	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
e968b9e432528daa	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
ea731af3bd5f071a	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
eb1f57c1c32047e1	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
eb44e9dbca08ad26	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
eb63e2e273551db1	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
ec6cbb589e627658	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
ecd589e3c5277688	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
edee2f47b4abca80	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
edf17c83b1868b3e	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
ee6822eda1bd390c	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
ee75a566f07805e8	pptx	open	pptx: not a valid PowerPoint file
eedfc4507d95d0a5	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
eef0fa84b1287ba3	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
ef39fbc80811a5b7	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
effe63fad0abf6d2	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
f0b6e8473af7e903	docx	open	docx: not a valid Word document
f19e1f31e8bc7144	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
f1bbec1019adc45b	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f2b792c9c8ec9ef8	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
f2ca398206bc620d	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f3007ea6bef7e341	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
f3930a620c546d77	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f400b26484df631d	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
f42f4dc685dacdf9	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f497329cc680a790	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f4e532279e21937b	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f5069564cd977e55	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f53849a612b0686e	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f576a57b28f8a014	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f5ec1c238dd9e26b	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
f684cd5db60872d8	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f6b0716cb354a13c	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f6de7a69382ce578	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f768d07a49b457b0	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
f76eee4bd2637eac	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
f8040eea8be7f6a1	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
f821520fdb21f0d9	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
f8f7973d241a571a	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
f8fbec483e155530	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
f9388ead33587cd2	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
fa25ccaf7e06edba	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
fa465a63c7850435	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
fa7a59e632356117	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
fa8f1b9fcb96c53b	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
faae100e00054459	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
fadb61809a35604a	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
fbc5880307301b9a	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed docProps/core.xml)
fc238460751ea827	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
fc56a075ab7e78c8	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
fcc22ef9af16716c	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
fda6dee04538a3c4	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
fe299ee8f9631403	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
fe3e80ca93c0e218	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
fe5a16b410c25a98	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
feaa0b95db780c68	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
fec0ef3b7df291e0	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
ff897dffc6af9470	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
fff7b049b79c8d6c	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
